Rating,Review_title,Review_comment,Sentiment
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
3.5,Good,,Positive
3,Pleasant,,Neutral
3,Pleasant,,Neutral
0.5,Bad,,Negative
3.5,Good,,Neutral
1,Very poor,,Negative
3.5,Good,They only let you smoke outside of parking very far in the street even though there are ashtrays,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4,Very good,,Positive
4,Very good,,Positive
4.5,Superb,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
4,Very good,,Positive
2.5,Passable,,Neutral
5,Exceptional,The spa was really good and the breakfast was fantastic. Highly recommend the hotel.,Positive
5,Exceptional,"Great property, nice location",Positive
5,Exceptional,"Great Place to Stay
We had a very nice stay at the Hotel. Everyone was very nice and friendly",Positive
5,Exceptional,Soo good,Positive
5,Exceptional,"I had a great experience in Adama Haile resort, great service, clean , very well coming and supporting team.",Positive
5,Exceptional,"I stayed for one night, and I had a great time. The staff are very friendly, extremely polite and very cooperative.",Positive
5,Exceptional,,Positive
4,Very good,,Positive
5,Exceptional,,Positive
5,Impressed with the improved service,"I visited again after a year, and I was impressed by the greatly improved service. They also provided tea time refreshments and the breakfast service was very good. The room was quiet and comfortable because it was eco-friendly.",Positive
5,Friendly and clean,"The staff are all friendly and the accommodations are clean and comfortable. The hotel is in a well-organized garden, and the food is delicious and suits me personally. The Haile Special Juice is good However, there are no tissues, so it is inconvenient to remove makeup (use toilet paper).",Positive
5,Exceptional,I really try to thank Abreham his customer service is excellent who ever wants to go I recommend to him ????,Positive
5,Exceptional,"It is a very suitable and cozy place, The view from the room was ????",Positive
5,Exceptional,Cleanness and quality of their services.,Positive
4,Very good,"The food and service was very good. The water pressure at the 4th floor is poor. Sometimes just a few drops, then the pressure comes back in full, then it decreases again",Positive
4.5,Superb,The table at the entrance with a light blue rack.,Positive
5,"I feel very good, confortabil and I cant wait to come back","I like the ristorante, the food , the room , balcony, I like the view, all the staff very nice and kind
I cant say nothing, everything is fine",Positive
5,"We had an amazing time at Adama Haile Resort, highly recommended??!","Enjoyed the food, and all the staff members were wonderfully kind during our stay. The location is perfect! ?? ??????!",Positive
5,Exceptional,"Very pleasant staff, room space and facilities is exceptional.",Positive
4.5,Superb,They have vere professional staff . All foods are vary tasty,Positive
3.5,Enjoyed my stay and the staff's friendliness.,"Good service and engaged to answer questions and resolve problems. Especially the service staff was excellent and attentive. The spa also provided great service.
Cleanliness in the sitting area in the lounge.",Positive
5,very nice,your staffs is very nice. Bad parking,Positive
4,"The location is great and it is conducive for business, rest and pleasure.",,Positive
3.5,Good,"Gym and health center liked most.
Food not that tastefull for European customers.",Positive
5,Exhilarating,"Breakfast was yummy and generous. Rooms r super clean and organized. Very classy! The pool is very nice as well as the sauna bath.
Just work on your macchiato/cappuccino from the breakfast menu. Also fix your steam bath as soon as possible.",Positive
1,I wish if I could write more positive about the property,"Location, property, rooms
No water in the morning. Untrained staff",Negative
3,Pleasant,"The room, the staff, The spa.
The food. Vegeterian(fasting food) very chilly (hot) better if milder with a lot more variety.",Neutral
1,It was a nice business meeting with helpful locals. The town is unattractive.,"The venue was chosen by the organizers of our stay, so it should be among the best available, and we should not pay.
Food was of course local, sufficiently mild for western visitors; I could manage reasonable breakfast (fruit juices just squeezed, only one type per day, if you are lucky you get fantastic pineapple with pulp inside!). Buffet lunch was manageable (I had plain rice and ingera, that makes good to work in the afterlunch). I should have been more careful on what to choose for dinner (once I made a spicy mistake, my misunderstanding and fault!) A VERY nice three-layer fruit spritz (just the word, don't know what Italian spritz is) with avocado, mango and whatever was the other green on top! Local coffee is among the best, if the lady does not overcook.
The room bathroom is awful: the shower sprayed COLD water all around (another colleague had piping hot water, which is also no good). I could not understand from the maids when they would do my room (I don't mind, I make up my bed also at home). There were problems with electronic payment (I was lucky). There are different wireless in the different areas, and in the most important one, the meeting venue, there was no internet. Also the mike was unreliable.",Negative
4,Very good,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
3.5,Good,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4,Very good,,Positive
5,Exceptional,,Positive
4,Very good,,Positive
4.5,over all it was nicce,,Positive
4,Very good,,Positive
4.5,Superb,,Positive
3.5,Good,,Positive
3,Pleasant,,Positive
3,Pleasant,,Positive
3,Pleasant,,Positive
1,Very poor,,Negative
4,Very good,,Positive
5,Exceptional,,Positive
4,Very good,,Positive
5,Exceptional,,Positive
5,Attentive and exceptional location for a sweet short stay,"Hospitality and attentiveness of all staff from the beginning to the end.
Very welcoming and professional.
There was nothing that I did not like.
The staff all performed there role with consideration and according to the person personal preference ??",Positive
5,Exceptional,"The customer service. The staff is well trained. They smiled on every conversation
The elevator wasn't working during my stay",Positive
4.5,Superb,"Real good service - friendly staff, good rooms and a great view
Not much - probably only some more Continental meal options. The Ethiopian cuisine is however good.",Positive
4,Very good,"excellent breakfast , beautiful location and friendly staff
weak WIFI connection , poor house keeping ( had to reminded to clean up the room )",Positive
4.5,Superb,"The staff was exceptional, specially lady called Meskerem who works as a chef went above and beyond to make sure our needs were met. The view is mesmerizing and relaxing.",Positive
5,Exceptional,I really love the place and the staff professionalism totally I feel like a family it is memorable place.,Positive
5,Beautiful place,"The location, staff and food were the highlights of our stay.",Positive
4.5,Superb,The staff's are so helpful. The location is far from the city,Positive
4.5,Extraordinary stay and comfort.,Diverse and really nutritional,Positive
5,Wonderful,"Exceptional staff at the front desk, business office, housekeeping, and particularly the dining rooms. Beds were comfortable.",Positive
4.5,Very good,"The staff was exceptionally knowledgeable and very welcoming. They went out of their way to ensure that we were taken care of. The ambience of the resort is quite breathtaking. The breakfast buffet was quite nice, but could have offered more English menu items. I would definitely recommend it for anyone visiting Arba Minche.
The only negative part of the stay was the WIFI. The wifi was absolutely horrible. It worked off and on during the day throughout the resort, and it never worked in the room. We had to use phone data or a portable myfi when in the room.",Positive
4,fine stay with gorgeous views of two lakes,"beautiful views, friendly and helpful staff`",Positive
4.5,Superb,"When we arrived, we were told that the booking they recieved didnt include lake view, however my booking disagreed.
The staff were very customer friendly, and the next day when the lake view room was available, they switched us. The rooms had a great standard. Best placed Ive stayed in Ethiopia. The pool was great and clean.
There weren't any evening activites, like live music.",Positive
4.5,Highly recommend! Worth a visit.,"Fantastic views and wonderful service.
The staff were friendly, polite, and attentive but English was very limited so some things were difficult to communicate.",Positive
5,Exceptional hotel in beautiful location,"There is so much to like about this hotel. The setting, looking out to the forests, lakes and mountains is stunning. The service is first class with every member of staff eager to please. Mr Getasew was particularly impressive and ensured that our stay was as enjoyable as possible. There is a nice choice at breakfast. The rooms are comfortable and spotlessly clean. I would stress the importance of booking a lake view room as this is very much part of the experience with this hotel. Watching the sunrise from the balcony was a real highlight. I cannot recommend this hotel enough and would say that it is the must stay place in Arba Minch. For anyone interested in touring it is the perfect stay for a short break. Those people wishing for relaxation in a beautiful location could enjoy longer with the leisure facilities. A quality hotel in an area in which top accommodation is hard to find.
The communication via 'messages' on Booking.com was not up to the usual standard and needs tweaking.",Positive
4.5,An excellent experience! Would recommend for anyone but smokers :D,"Almost everything.
There was only one place for smoking and paying for things was always a bit slow.",Positive
4,Very good,"I really satisfied and enjoy thanks haile resorts
bad Environment",Positive
5,Exceptional,"Amazing location, 5-star customer service.",Positive
5,Excellent Service!,"Breakfast was great! Treatment and care shown by staff was phenomenon!
It would have been nice if the hotel was closer to the lake, but overall everything was great!",Positive
4.5,"Amazing service, good facilities and good staff ensured my stay was enjoyable.","The staff provided exceptional service, the entire experience was pleasant including food and facilities. It was amazing.
The pool was not working at the time, this was a bummer, the entire stay we ended up going for a swim at Paradise Lodge.",Positive
4.5,It was very great.,"Everything was Perfect!
I expected our rooms to have the Forest/ pool side view but it was not",Positive
4,Very good,"The views and food quality
The room without working phone to call reception",Positive
4.5,Superb,Fair enough,Positive
4,Out of town escapade to unwind,"the location and ambience
nothing negative in particular",Positive
5,Amazing,"Loved the resort. Everyone was so nice and friendly. The rooms are super clean and the view from the resort is super gorgeous. And the food is so good!
The WiFi is bit spotty and slow but everything else great.",Positive
3.5,Good,"Lovely location and comfortable rooms
The waiters in the restaurant seemed to try hard and were very sweet but the service was rather slow",Positive
3.5,Good,"The beautiful location and views, wildlife
The gym
Limited activities
Terrible internet",Positive
2,Disappointing,I disappointed with the reseved bed on the other side of the lake. I could see nothing veiw,Negative
4,Very good,,Positive
4,Very good,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
4,Very good,,Positive
4,Very good,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
4,Very good,,Positive
5,Exceptional,,Positive
4,Very good,,Positive
4,Very good,,Positive
5,Exceptional,,Positive
4,Very good,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
4,Very good,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4,Very good,,Positive
4,Very good,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
2.5,Passable,,Negative
3.5,Good,,Positive
3,Pleasant,,Neutral
3,Pleasant,,Neutral
3.5,Good,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
4,Very good,,Positive
4,Very good,,Positive
4,Very good,,Positive
4.5,Superb,,Positive
4.5,Superb,,Positive
4,Very good,,Positive
4.5,Superb,,Positive
4,Very good,,Positive
5,Exceptional,"Clean, great staff, delicious foods and great amenities.",Positive
5,Exceptional,Beautiful hotel and location and very helpful staff,Positive
5,Exceptional,"Lovely area, gorgeous views. Highly recommend visiting the Dorze Village, a boat ride and hiking to the springs.",Positive
5,Exceptional,Excellent service and great quality.,Positive
5,Exceptional,Nice vacation places,Positive
5,Exceptional,"Everything was very good, and professional. breakfast, SPA, massage , pool and the worker from the hotel are very polite . In general I really enjoyed my stay in Haile resort... thank you, hope to come again.",Positive
5,Exceptional,Enjoyed the Amazing view. The courteous customer atmosphere from every stuff members in the property. Starting from the Airport shuttle service all the way to our hotel stay,Positive
5,Exceptional,Clean resort with beautiful view.,Positive
4,Very good,The hotel and staff were great. Wasnt really helpful with arranging transportation options to visit the local township. WiFi access was very unstable especially in the room,Positive
5,Exceptional,"They all super friendly, the hospitality is very amazing. and the rooms are very clean",Positive
5,Exceptional,Amazing view!,Positive
4,Very good,Thanks.,Positive
5,Exceptional,Absolutely stunning place with exceptional customer service. Highly recommend.,Positive
5,Two thumbs up,"We absolutely loved our stay at Haile!! The view was AMAZING, the food was great and the staff were terrific. We swam in the pool everyday and enjoyed the gym as well. We were sad to leave and we will be back!",Positive
5,Coming back for sure,We expected a lot but it was exceeded starting from friendly reception up to good management in handling minor complaints - very clean - top experience,Positive
5,THE NAME SPEAKS BY ITSELF- HAILE RESORT,"Very organized & accommodating. Thank you for the comfort & wonderful experience that we had during our stay. Infact, the name speaks by itself a lot. HAILE RESORT. Addis workessa",Positive
5,Exceptional,Everything,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
5,Exceptional,"Very nice hotel, well equipped with a magnificent view from the pool side. The staff was very attentive to our needs, responsive and efficient. They gave me a nice surprise for my birthday. I highly recommend!",Positive
5,Exceptional,,Positive
5,Exceptional,Cleanliness and friendly staff,Positive
5,Exceptional,The staff were super nice,Positive
5,Wonderful visitLoved Our Stay,"We rented a premium suite for our family of five, and added a comfortable cot for $29 a day. The two extremely comfortable adjoining rooms connected to a living area in the middle . It was worth it to pay the extra to wake up to the sunrise over the lake with the mountains. Absolutely gorgeous views. The air conditioning was a great asset, and the shower pressure was comfortably strong. The included morning buffet was great, but the a la carte menu took an hour to prepare every time, and it cost 2000ETB each time to feed five of us. While it was convenient to eat at the hotel sometimes, the food was better and cheaper at Paradise Lodge and the Tourisy Hotel.",Positive
5,Perfect ! Amazing !,"It was amazing , thanks for every one in Haile Resort ! Hope see you again !",Positive
5,magnificent,Very professional the best service i ever get thanks,Positive
5,Exceptional,,Positive
5,Exceptional,International standard breakfast Room cleaniness Profesional staff services,Positive
5,Exceptional,,Positive
5,Exceptional,It's an excellent stay me and family highly recommend this to people.,Positive
5,Exceptional,We stay here frequently because we can count on excellent service and everything being in working order. It is stress free. The staff are wonderful and we like the food very much.,Positive
5,Amazing staff with stunning scenery??,We had a short but amazing stay at Hailes Arbaminch. Very helpful staff with amazing smiles. Clean environment with breathtaking scenery from a cliff.The food tastes great. I highly recommend the lake side rooms for the best terrace view. You cant run out of activities out there but I wish the hotel extends its guest complementary facilities as a courtesy until shuttle pickup time rather than checkout time which is 11am for a 1:30pm afternoon airport shuttle service. We are deeply satisfied; and proud to recommend this hotel.,Positive
4,Very good,"Great view of Abaya and Chamo lakes, good restaurant, cleanness of the property.",Positive
5,Exceptional,Beautiful view. Super clean. Everything worked. Great shower in bathroom. Delicious food. We love staying here.,Positive
5,Exceptional,"This hotel has international standards, services, amenities including the spa. The food was superb and had variety. The location of the hotel is scenic overlooking the lake, hills and lash forest... A good getaway location away from busy cities.",Positive
5,Exceptional,"I am mesmerised by this perfect Hotel with heavenly kind of customer service. the only thing I can say is God bless the whole staff at Haile Resort, keep up the nice service.",Positive
3,Good,"The spa is really good and the people working in the spa department did a really good job. In generally all employees working in this property treat their customers really good. BUT they were out of some room aminities like shampoo, rooth paste, shower cup and some more. We are paying a lot but doesnt even get the basic aminities. Additionally the food in most of the haile resorts doesnt taste really good but it ua over priced. He need to work on that on most of his resturants.",Neutral
5,Exceptional,Great staff. This hotel is the best and most respectful by far. They accommodate all needs for customers. I love them!,Positive
5,Room was spacious and clean. Staff vary friendly,"Room was spacious and clean. Staff very friendly and helpful. Hotel is in a good location, close to restaurants and other amenities.",Positive
5,Exceptional,"Haile Resort ,It was excellent in every sense!",Positive
4,Very good,"I like the cleanness of the rooms and the restaurants. The serviceis excellent. The royal level reception starts right at the gate and follows you all the way untill you leave the resort. Steam, sauna and spa are complimentary. Massage is also at very reasonable price. Couple of things i didn't like- i had to book two rooms for family of 5 and i was charged for addtion bed they broght for a kid. This is a bit strange based on experinces in North American where hotles try their best to accomodate their guests. Another strange thing was at the check out you have to wait till someone is sent to check the room. I don't know if that is necessay specially if they have your credit card info. In my opnion, they are expected to trust their guest.",Positive
4,Very good,,Positive
5,Exceptional,Very attentive staff. Meets our expectations. Everything is good,Positive
4,Very good,Very nice and relaxing,Positive
4,Very good,"we have been here multiple times over the last few years. It continues to be always clean and neat. The food is improving nicely. Service is many times slow, even now when few people are here in the hotel because of Covid 19. Service staff are very friendly and nice. the gym is cleaner than before and the machines are working. They should close the doors at night to limit mosquitoes in the hotel lobby.",Positive
4,Very good,"The location on the hill overlooking the lake is good, and the staff and food are also good. However, the front desk does not provide any tourist information such as access to nearby World Heritage sites, so you have to look it up yourself. Since the hotel is in such a good location, it would be nice to have a tour desk. Guests with ample time and budget seem to rent 4WDs and go out on their own. No one staying at this hotel seems to go to the world-famous Konso in a poor local minibus.",Positive
4,Very good,"The scenery from the escarpment down to the jungle, 2 lakes and hills in the background is great!",Positive
5,Our best hotel experience in Ethiopia,"Our best hotel experience in Ethiopia. The place is nice with a beautiful view of the 2 lakes. The establishment is recent, well equipped and comfortable. The restaurant is very good too and the staff attentive.",Positive
3,Good,Very clean and sharp. Great views. Great help staff,Neutral
5,Exceptional,Great location and views. Staff very helpful. Good food.,Positive
4,Very good,"This new hotel in Arba Minch is beautifully located at the Rift Valley, above the natural reserve forest and the valley lakes. Very nice facilities, good food, and very nice staff. Good opportunities to excursions to the 40 springs, lake Chamo, and Dorze villages.",Positive
5,Exceptional,,Positive
4,Very good,"One of the best hotel in Gondar. Staff dont speak much English, its a popular event place for locals. So you need to expect some noises",Positive
5,Exceptional,Excellent room,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4,Very good,"The staff is very friendly, they do a lot to make you feel comfortable.",Positive
5,Exceptional,Attentive staff,Positive
5,Very good hotel but expensive,"Very good hotel for Ethiopian standards. Very friendly, helpful staff. Very clean, large rooms. Decent TV. Bathroom needs to be renovated but hot shower. WiFi works because router is installed in front of the room. Fridge hardly cools. Kettle in the room. Breakfast is plentiful for Ethiopia and also includes western dishes and egg dishes. Fruit, bread. Unfortunately price too high.",Positive
5,Exceptional,I went with my wife and it was great experience,Positive
1,Poor,Poor,Negative
3,Good,Poor,Negative
3,Good,"The hotel is in pretty worn conditions, quite hot at night, average restaurant. The nice thing is the pool, but please note that it's not restricted to hotel guests, so when we arrived on a Sunday, it was completely full with day users. So, in summary, the hotel is pretty average and the pool is nice.",Negative
4,International style accommodation in Gondar,"The hotel is very clean and the staff are very helpful. The pool looks good however we did not use it. Breakfast had many choices and including western dishes. Compared to Ethiopia the bed was comfortable and the towels were great. Specifically we could not close the bathroom door and our shower was not comfortable to operate. We had no working wifi in the room, unless we stood by the door.",Positive
5,Exceptional,Excellent views over Gondar and the surrounding mountains. Staff is very attenetive and friendly. Rooms are clean and nicely appointed.,Positive
5,Great option at the more luxurious end in Gondar,"This is a (relatively) more expensive but very good option in Gondar. It's conveniently placed, in a beautiful setting, and benefits from a slick and comfortable restaurant on the premises. The outside terrace is great for an evening drink while watching the sun set over Gondar. If you're planning to hike the Simiens and you book the return night at the resort, then they will store your luggage for free. We were also upgraded to a Junior Suite without any particular reason we could ascertain. Water pressure is not great in the showers but I think that's more to do with Gondar than the hotel. The staff were great - warm, friendly and engaged. If you're a bit tired of roughing it this makes for a very nice change of pace at (by western standards) an affordable price.",Positive
3,Good,,Neutral
4,Very good,,Positive
4,Comfortable stay,"We stayed here before and after our Simien Mountains bike. Service is great and they include complimentary airport pick up and drop off. Both rooms we stayed in were comfortable and had everything we needed. They are dark though when the sun goes down. Lighting is not very good. WiFi is terrible in the rooms though, you can only get it when youre standing right up against the door. Better to just go outside to the lobby to use it which can be inconvenient at times. I would stay there again if I went back to Gondar",Positive
5,Highly recommended without a doubt.,"The detail of the fruit tray upon arrival, very comfortable room with fridge and kettle and an excellent breakfast. The views from the room are great. Highly recommended. The staff is very attentive.",Positive
5,Exceptional,,Positive
2,Fair,"Bad check in experience - no towels provided and had to ask 4 times over the course of 5 hours before we got them. Bedsheets were also very damp and weren't changed until hours after we asked. Bathroom ventilation system was awful, could smell toilets and cigarette smoke from neighbouring room. Room walls paper thin, sandwiched between a noisy family and a guy who had his TV on full blast past 11pm until we reported it to reception. Lack of ventilation in the room, became incredibly hot in the morning. No kettle in room, no lift/elevator on the property either. Phone didn't work and no contact number sheet provided for calling reception quickly. Lack of conveniently placed power sockets in room. Free airport transfer was helpful however, WiFi decent and the breakfast was not bad.",Negative
4,Very good,The view of the Castle is good as is the location quite near the centre of town. The property has a very nice 16m. swimming pool which was functional at least during my visit. The restaurant has a wide choice and was pretty good,Positive
4,Very good,"They provided me with an excellent guide. The breakfast was good but the dinner that I had was inedible. Also Ethiopians seated next to me eating traditional Ethiopian food said it was just barely ok. Stay there for the hotel part but dont eat anything there except breakfast, would be my recommendation",Negative
5,Exceptional,"Very nice hotel. Clean, very well located in town close to everything. Varied breakfast and very attentive staff.",Positive
5,Exceptional,,Positive
4,Very good,"I like the big room they gave us unfortunately the hot tub in the room didn't worked. Also in the amenities it said dry & wet sauna, gym & pool yet at the moment they only have the pool!! We wanted to enjoy the dry sauna!!!",Positive
4,Very good,A good hotel Spa/sauna had not been working for 3 months but was being advertised when booked,Positive
5,Fully recommend,We are there only 2 days but we enjoy this time very much. Hotel Staff was very kind and helpful. Room was very clean and well equiped ( there was even hair conditiiner! :D hairdryer and cold drinks).,Positive
4,"Wonderful staff, but a bit maintanance required","Staff was wonderful, as usual in Ethiopia. Wifi signal was too weak in my room, had to connect from the corridor. Lighting in the room insufficient, most sockets didn't work. No mosquito net. Breakfast ok. No elevator (not a big deal for me, but could be an issue for others). Location is very good, quite close to the Four Sisters restaurant and not far away from the castle.",Positive
5,Exceptional,"Clean hotel and also the staff are nice and very friendly ??It was a great experience
The room is beautiful and comfortable",Positive
4,A pleasant experience,"It was an excellent hotel and the staff couldnt do enough for me
There was no shuttle to pick me up. I had to make my own way there. They seemed reluctant to pick me up when I called",Positive
4,Really was a new feeling,"The view, stuff. All facilities
The foods not so much",Positive
4,My stay was comfortable.,"The breakfast was good and staff very courteous.
The room need exterminator for bugs in bathroom. The resort needs renovation repair work.",Positive
4,Very good,"What I like is the view in front of the hotel.
Some times no water some times no light",Positive
3.5,"Probably the best choice in the town, but with its own issues","The service is really excellent - the staff is trained to greet&smile to the guests and that creates a really good ambience. One non-apparent advantage of the hotel - they have their own electricity generators, which helps a lot when there are power shortages in the city (that is quite common). The view from the windows is hard to beat (if your room is facing the city, of course - this needs to be double-checked). In general, there are many official UN and alike delegations hosted in the hotel, so this might also be a sign of relative quality.
The general cleanliness of the room is below average, especially with regard to the bed sheets. My laundry was simply left unattended in the room (because ""there were some problems with the drying machine""), the phone in the room was not functioning at all (and there is no elevator to go down and up from the reception - a considerable drawback given the city's altitude of 2,500m).",Positive
4,Very good,"Best breakfast in Ethiopia I found to western standards.
Leaking bathtub in the room",Positive
0.5,Worst experience in Ethiopia. Dont ever stay there!,"Booked this hotel, because they advertise their swimming pool. The problem is that its under constant cleaning/ maintenance and not available to use, even though the staff promise it would be available the following day. Room: cold shower, water doesnt go down. Restaurant: you never get all toppings on your pizza.
Summery: asked them to discount my bill due to all inconveniences, they refused.",Negative
2.5,"May be the best hotel in Gondar, just consider standards are different from other places",WiFi was often saturated and wouldn't allow a connection. Breakfast looked stale. Shower drain was clogged. Bathroom didn't flush properly. Bed linen felt cheap.,Negative
5,I am very happy,Good customer service,Positive
4.5,Superb,Was very happy with the quality of the accommodation and the airport pickup,Positive
4.5,Superb,"Good location to the main sites. Nice friendly staff, Appreciated the airport shuttle, Pleasant room",Positive
5,Amazing,"Amazing hotel and great location in Gondar! The rooms were clean with strong WiFi, hot water, and there is also a nice pool. The breakfast buffet was huge and dinner in the restaurant was delicious. The reception staff were absolutely fantastic - they organised tours for me to the castles in Gondar, hiking in the Simien Mountains, and even a very early bus to My Tsebri. I highly recommend Haile Resort!",Positive
2,Disappointing,"The hotel is situated in a good location. The check in process was smooth.
There was a foul smell coming from the bathrooms. The space looks well overdue for some renovations (cracks on walls, damaged doors etc. The checkout experience was horrible due to their inefficient system",Negative
0.5,Do not go to haile gondar!!!!,The hotel facilities are very bad it doesn't fit the name or brand !!!!,Negative
2,Disappointing,"Really tasty food and coffee (really nicely decorated room for traditional coffee) and friendly staff.
We think this place is highly overrated. It is presented to be one of the best in country and recommended , but it was rather disappointing. Not sure about other Haile resorts in other parts of the country , but this one is not so good. For the price it could have been better , there is some maintenance needed in the room, water kettle to make tea in room is missing (which we had in other much cheaper hotels). There are some dents in wall and cables sticking out and lights in room were flickering , table lamp not working at all.
We had very unpleasant experience, hotel staff / cleaning lady came to knock at the door and when my partner opened she could not explain in English why she came and she just walked in the room (while me laying in bed half-naked, half-sleeping ) and turned on the lights - hit all the switches in room and left without word
We had no words , and are still quite shocked by this.
This should NEVER happen!!!
Please make sure it wont!!!
Also be aware that swimming pool of the resort is apparently also open for public, not only guests , and it was very crowded. Moreover, beds by the pool were also half-broken and not comfortable (again maintenance needed).

Too many things were just wrong here, so unfortunately we need to give low score for this place and cant recommend it as a place to stay in Gonder.",Negative
0.5,Disappointing,the food sucks !!! the bathroom smell shower doesnt work,Negative
5,Great for the stay and city exploration,"New, clean and comfortable",Positive
5,Exceptional,very solid stay in Gondar. helpful staff and comfortable and clean rooms!,Positive
2,Disappointing,"location, noisy and few things worked",Negative
0.5,They refused to respond my phone calls.,They drive shoot my phone.,Negative
4,Very good,,Positive
3,Pleasant,,Neutral
4,Very good,,Positive
2,Disappointing,,Negative
4.5,Superb,,Positive
4.5,Superb,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
4.5,Superb,,Positive
4.5,Superb,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
2.5,Passable,,Negative
1.5,Poor,,Negative
4,Very good,,Positive
3.5,Good,,Positive
4,Very good,,Positive
3.5,Good,,Positive
4.5,Superb,,Positive
5,Exceptional,,Positive
4.5,Superb,,Positive
2.5,Passable,,Negative
0.5,Bad,,Negative
5,Fantastic stay!,"Fantastic property never ceases to amaze us, well maintained gardens, the clean lake, the birds and the happy hippos with an exceptional service from reception, housekeeping, security and food service, Breakfast buffet is always the highlight of stays at Haile Resorts! Will come gain and again and again!",Positive
5,Highly recommend,Staff was wonderful and accommodating. Some of us were under the weather and so supported us. Really appreciate them. The place is great. Swam on the pool. Had wine by the lake. Saw a hippo in the lake! Food tasty and comfortable room. Highly recommend.,Positive
5,Exceptional,Great setting by the lake. Staff extremely friendly. Rooms quite comfortable.,Positive
5,Great resort!,"Wonderful attentive staff, delicious breakfast and meals, and gorgeous location.",Positive
5,Love this resort!,"Excellent service, beautiful location, delicious food, and warm atmosphere.",Positive
5,Magical place,"Very good stay in the hotel. The staff is very helpful, the place is superb, the food is good and the games for children are great. The cardio machines in the gym are very old and the decoration of the restaurant is a bit old-fashionned. In conclusion, we had a good time with family in a magical setting.",Positive
5,Exceptional,Amazing stay!,Positive
5,Exceptional,"My experience at Haile resort was nothing short of exceptional. The combination of luxurious accommodations, outstanding service, and prime location made for a memorable stay. A special mention goes to Ephrem, the shuttle driver, who was exceptionally courteous and helpful, making my transfers to and from the airport seamless and enjoyable. I highly recommend this hotel to anyone visiting Awassa and look forward to returning on my next trip.",Positive
5,Exceptional,Fabulous location. Very clean,Positive
5,Exceptional,Lovely hotel with great views of the lake. Restaurant was very good and not overpriced. Very clean rooms with great showers. Staff are very very nice.,Positive
5,Excellent,The staff was very attentive to our needs and very professional.We had a great stay!The location was excellent!,Positive
5,Exceptional,Beautiful and amazing experience,Positive
5,Exceptional,"The hotel was full of very polite & friendly staff. I felt, as a white woman staying there with a black partner, that some of the female staff around the restaurant could have been more interactive & so for this reason l givecthe hotel, in general, 9 out of 10. Thankyou for looking after us!",Positive
4,Very good,Accounting and redervation systemvery weak,Positive
5,Exceptional,"The resort is awesome. All the staff member are professionals. Every where in the resort is clean and neat! I highly recommend Haile Resort! Love HAILE RESORT! All the staff (employees) are well- educated ! They know how to treat their customer! Oh I forget to mention about the food.its very delicious and healthy! House keeping is number one once you left your room for breakfast the house keepers was their to clean the room! Everything you need in the room was their! All in all if you have events big or small Haile resort is their for you! It might be your birthday, anniversary, honeymoon..the reason why I said that , I was their for my honeymoon with my beautiful wife , we have really enjoyed our honeymoon! I cant tell you how the surprised as! They decorated our room every single day we stay there! Make a cake for our honeymoon! NOTE: Dont get surprised all this thing is covered by Haile resort I paid only for the room! Cake, decoration of the room is freeeeeee freeeeeee!!!! So the money you gonna expend at the resort is very very cheap when you compare with the others!! For the safety matter Haile resort is #1 Haile resort left unforgettable memory in our honeymoon! HAILE RESORT IS NUMBER ONE IN MY BOOK! Who doesnt not like this? 1, clean room 2, good customer service 3, Delicious and healthy food 4, safety If you consider those I mentioned above choose HAILE RESORT!! Haile resort ! Haile resort # 1 in my book Desta & DIBORA",Positive
3,Good,,Positive
5,Exceptional,,Positive
5,Exceptional,,Positive
